,aesthetic,readability,contrast
1930,4.0,3.0,3.0
1931,3.0,3.3,3.7
1932,3.7,3.3,3.3
1933,4.0,4.0,3.7
1934,3.0,3.7,4.0
1935,4.3,4.3,4.0
1936,4.7,3.0,5.0
1937,4.0,4.7,4.0
1938,3.0,5.0,5.0
1939,4.7,5.0,4.0
1940,4.0,4.0,4.3
1941,4.0,4.0,4.7
1942,3.0,4.0,5.0
1943,4.0,4.7,3.3
1944,4.0,4.7,4.0
1945,3.7,3.3,5.0
1946,4.0,5.0,4.0
1947,4.0,4.0,4.0
1948,3.0,4.0,4.0
1949,3.0,4.0,4.0
1950,4.0,4.0,5.0
1951,3.0,4.0,4.0
1952,3.3,3.0,3.3
1953,2.0,4.0,3.0
1954,3.7,4.3,5.0
1955,3.3,4.0,4.0
1956,4.0,4.0,4.0
1957,4.0,5.0,5.0
1958,4.0,3.0,4.0
1959,4.0,4.7,4.7
1960,3.0,3.7,2.7
1961,3.0,4.0,4.0
1962,4.0,5.0,4.0
1963,4.0,4.7,4.0
1964,4.0,3.0,3.0
1965,3.3,3.0,2.0
1966,2.3,4.0,3.3
1967,4.3,5.0,5.0
1968,4.0,3.7,3.7
1969,4.0,4.7,4.0
1970,3.0,4.0,4.3
1971,3.3,4.7,5.0
1972,4.0,3.3,3.7
1973,3.0,3.0,3.3
1974,2.0,3.0,3.7
1975,3.7,3.0,2.7
1976,4.0,4.3,4.0
1977,3.0,4.0,4.0
1978,4.0,4.0,4.3
1979,4.3,4.0,3.3
1980,4.0,4.7,5.0
1981,3.0,3.7,4.0
1982,4.0,5.0,5.0
1983,4.0,5.0,5.0
1984,3.3,5.0,4.3
1985,3.3,5.0,4.7
1986,4.0,4.0,4.0
1987,3.0,3.3,3.0
1988,3.3,4.0,4.0
1989,3.0,3.0,2.7
1990,3.3,4.0,3.7
1991,3.3,4.0,4.0
1992,4.0,4.7,4.7
1993,3.3,4.0,4.0
1994,3.0,4.0,4.0
1995,4.0,4.7,4.7
1996,3.7,4.0,4.7
1997,3.7,4.0,5.0
1998,2.7,3.0,2.7
1999,4.0,4.0,4.0
2000,5.0,4.0,4.0
2001,3.7,4.0,3.7
2002,4.0,4.0,4.0
2003,4.0,3.3,4.0
2004,4.0,4.0,4.0
2005,4.0,4.7,4.0
2006,4.3,4.0,3.0
2007,3.3,4.0,4.0
2008,3.7,3.3,3.0
2009,4.0,4.0,5.0
2010,4.0,5.0,4.3
2011,4.3,4.0,4.7
2012,3.0,4.3,4.0
2013,4.7,2.7,3.3
2014,3.3,4.0,4.0
2015,4.3,4.0,5.0
2016,4.0,4.0,3.3
2017,4.3,5.0,4.0
2018,4.3,4.0,5.0
2019,4.0,4.0,4.0
2020,4.0,4.0,4.0
2021,3.3,4.0,4.0
2022,3.0,4.7,4.3
2023,4.0,4.0,3.3
2024,4.0,3.0,3.0
2025,3.7,4.0,3.0
2026,3.0,3.0,3.3
2027,3.0,2.7,2.7
2028,3.0,3.7,3.3
2029,4.0,4.0,4.0
2030,3.3,5.0,4.0
2031,4.0,5.0,4.7
2032,4.0,5.0,3.0
2033,4.0,4.0,4.0
2034,4.3,4.3,3.7
2035,4.3,5.0,4.0
2036,4.3,5.0,5.0
2037,4.0,5.0,4.7
2038,3.3,4.0,3.3
2039,3.0,4.0,3.0
2040,4.0,4.7,4.0
2041,4.0,4.0,3.0
2042,3.0,4.0,4.0
2043,4.7,5.0,5.0
2044,3.0,4.3,3.0
2045,2.3,2.7,3.0
2046,4.0,4.0,4.0
2047,3.0,5.0,5.0
2048,3.0,3.0,3.3
2049,5.0,5.0,5.0
2050,5.0,5.0,4.0
2051,3.0,4.7,4.3
2052,4.0,4.0,3.7
2053,4.0,4.0,4.0
2054,4.0,4.0,4.0
2055,4.0,4.0,4.0
2056,4.3,5.0,4.7
2057,3.3,4.0,3.0
2058,3.3,4.7,3.3
2059,3.0,5.0,4.0
2060,4.0,3.0,3.0
2061,4.0,5.0,4.0
2062,3.7,3.0,3.3
2063,4.3,5.0,4.0
2064,3.0,5.0,5.0
2065,3.0,4.0,4.0
2066,4.3,4.0,4.0
2067,3.0,2.7,3.0
2068,4.0,5.0,4.7
2069,3.3,4.0,4.0
2070,4.0,4.3,4.3
2071,4.0,4.0,4.0
2072,3.3,3.7,4.3
2073,4.0,2.7,3.3
2074,3.0,3.0,4.0
2075,4.0,4.3,4.0
2076,4.7,4.0,4.3
2077,4.0,5.0,4.0
2078,4.0,5.0,4.0
2079,4.0,4.0,4.0
2080,4.0,4.3,4.3
2081,3.0,5.0,5.0
2082,4.0,5.0,5.0
2083,4.0,4.0,5.0
2084,3.0,4.0,5.0
2085,4.3,4.0,4.0
2086,4.0,4.3,4.0
2087,4.0,3.7,3.0
2088,3.7,3.0,3.0
2089,4.0,2.7,4.0
2090,4.0,4.0,4.0
2091,4.0,5.0,5.0
2092,3.0,3.3,4.0
2093,3.0,4.0,4.0
2094,3.0,3.0,3.7
2095,4.0,4.7,4.3
2096,3.0,3.0,2.7
2097,4.0,5.0,3.0
2098,3.3,4.0,4.3
2099,3.0,4.0,4.0
2100,4.0,5.0,4.0
2101,4.0,4.0,4.0
2102,3.3,3.0,3.0
2103,4.3,4.7,4.3
2104,4.0,5.0,3.3
2105,4.0,3.7,4.0
2106,3.0,3.3,3.0
2107,4.0,3.7,3.3
2108,4.0,4.0,4.0
2109,3.3,4.0,3.7
2110,4.0,5.0,5.0
2111,3.7,4.7,4.3
2112,4.3,4.3,4.7
2113,4.3,4.0,4.7
2114,3.0,4.0,3.3
2115,4.0,3.3,3.0
2116,4.3,4.7,4.3
2117,3.0,3.0,3.0
2118,3.0,4.0,4.3
2119,4.0,4.0,4.0
2120,4.3,4.0,4.0
2121,3.0,3.7,3.7
2122,4.0,4.0,4.0
2123,4.0,3.0,2.0
2124,3.7,4.7,4.7
2125,4.0,4.3,3.3
2126,4.0,4.0,4.0
2127,3.7,3.3,3.3
2128,3.3,5.0,4.7
2129,4.0,4.3,4.0
2130,3.7,4.0,3.3
2131,3.0,3.0,5.0
2132,3.7,3.7,3.7
2133,4.0,4.0,4.0
2134,3.0,3.3,3.3
2135,4.0,4.0,4.7
2136,4.3,4.0,4.3
2137,3.0,3.0,3.7
2138,3.0,4.0,3.7
2139,4.0,3.3,3.7
2140,3.0,4.7,4.0
2141,3.0,3.3,3.3
2142,4.0,5.0,4.3
2143,3.7,5.0,5.0
2144,3.0,3.0,3.7
2145,4.0,4.0,4.7
2146,3.7,4.7,4.0
2147,4.0,4.7,5.0
2148,3.3,3.3,3.7
2149,3.7,4.7,3.7
2150,4.0,4.0,3.0
2151,4.0,3.3,3.3
2152,3.7,4.0,4.3
2153,4.0,3.3,3.3
2154,3.0,3.7,4.0
2155,3.0,3.0,3.0
2156,2.7,3.0,3.0
2157,4.0,3.7,3.7
2158,3.7,4.0,4.0
2159,3.0,4.3,4.0
2160,3.0,2.7,3.0
2161,3.0,4.7,3.7
2162,3.3,4.7,4.0
2163,4.0,3.3,3.7
2164,3.3,4.3,4.0
2165,3.0,4.0,4.0
2166,5.0,5.0,4.3
2167,3.3,4.0,4.0
2168,3.0,3.0,3.0
2169,3.3,4.0,3.7
2170,4.0,4.0,4.0
2171,3.3,4.7,3.7
2172,3.0,2.7,3.0
2173,3.0,3.0,2.0
2174,3.3,4.0,3.7
2175,4.0,5.0,4.0
2176,4.0,5.0,4.7
2177,2.0,4.7,4.0
2178,4.0,4.3,4.0
2179,2.7,3.0,3.3
2180,5.0,4.0,5.0
2181,5.0,3.0,4.0
2182,4.0,4.7,4.3
2183,3.0,4.3,5.0
2184,4.0,4.3,3.7
2185,3.7,3.3,4.0
2186,3.0,4.3,3.3
2187,4.0,5.0,4.0
2188,5.0,4.0,4.0
2189,3.0,3.7,4.0
2190,3.3,3.7,3.3
2191,2.7,2.7,3.0
2192,2.7,4.0,3.7
2193,3.0,4.0,4.0
2194,3.3,4.7,3.7
2195,3.7,3.7,4.3
2196,4.3,4.7,4.7
2197,4.3,4.3,4.0
2198,3.7,4.3,4.0
2199,4.0,4.3,5.0
2200,4.0,4.3,4.0
2201,3.0,3.7,4.7
2202,3.0,3.0,3.7
2203,4.0,4.0,4.0
2204,4.0,4.3,4.0
2205,4.0,3.0,4.0
2206,4.0,3.3,4.0
2207,3.7,4.3,4.0
2208,3.0,3.0,3.7
2209,4.0,4.0,4.0
2210,3.0,4.0,4.0
2211,4.0,3.0,3.0
2212,2.0,3.0,3.0
2213,4.0,4.0,3.0
2214,4.0,4.7,4.0
2215,4.0,4.0,4.0
2216,4.0,5.0,5.0
2217,4.0,3.3,3.7
2218,3.0,4.7,4.0
2219,3.0,4.0,3.3
2220,4.0,4.0,3.0
2221,3.3,3.0,3.0
2222,3.3,5.0,4.7
2223,5.0,4.0,2.3
2224,3.0,4.3,4.7
2225,4.0,5.0,4.3
2226,3.3,3.0,3.0
2227,4.0,4.3,4.0
2228,3.0,4.0,4.0
2229,3.7,4.0,4.0
2230,4.0,4.0,3.0
2231,3.0,3.0,3.0
2232,3.0,4.0,4.0
2233,2.7,3.0,2.3
2234,4.3,5.0,4.7
2235,3.0,4.0,4.7
2236,3.3,3.0,3.0
2237,4.0,4.0,4.0
2238,4.0,3.0,3.7
2239,5.0,5.0,4.3
2240,3.3,3.3,3.0
2241,3.3,2.3,3.0
2242,4.0,4.0,3.3
2243,1.3,2.0,2.3
2244,3.0,3.0,2.7
2245,4.0,4.0,3.7
2246,3.3,4.3,4.0
2247,2.0,3.0,3.0
2248,4.3,5.0,5.0
2249,4.0,4.0,3.7
2250,4.0,2.7,4.0
2251,3.3,4.3,4.7
2252,4.0,3.3,4.0
2253,2.3,2.0,2.7
2254,4.7,5.0,4.7
2255,2.7,4.0,4.0
2256,2.7,4.0,3.7
2257,3.0,2.3,3.0
2258,3.0,3.3,3.7
2259,3.0,5.0,4.3
2260,3.7,3.3,3.7
2261,3.0,3.0,3.3
2262,4.0,4.0,4.0
2263,4.0,3.3,5.0
2264,3.0,5.0,4.0
2265,3.7,5.0,4.0
2266,3.0,4.0,4.0
2267,4.0,4.0,3.3
2268,4.0,4.0,4.0
2269,3.0,3.0,3.0
2270,3.3,4.0,4.0
2271,4.0,4.0,2.7
2272,3.3,4.0,3.7
2273,4.0,4.0,3.3
2274,2.0,4.0,4.0
2275,3.0,5.0,5.0
2276,3.0,3.3,3.7
2277,3.7,3.7,4.3
2278,4.0,5.0,5.0
2279,4.3,4.0,4.0
2280,3.3,4.0,4.0
2281,5.0,5.0,5.0
2282,3.0,3.7,5.0
2283,4.0,2.7,4.0
2284,3.0,2.7,4.0
2285,3.0,4.7,5.0
2286,3.0,5.0,4.0
2287,3.3,5.0,5.0
2288,4.0,4.0,4.0
2289,3.7,4.0,4.0
2290,4.3,3.0,3.3
2291,4.0,4.0,5.0
2292,3.3,3.0,4.0
2293,4.0,5.0,4.3
2294,4.7,4.0,3.0
2295,4.0,4.7,4.0
2296,4.0,5.0,4.7
2297,4.3,4.7,4.7
2298,4.0,5.0,4.0
2299,2.3,4.0,3.0
2300,3.0,3.7,4.0
2301,2.0,3.0,3.3
2302,4.0,4.0,4.0
2303,4.0,5.0,5.0
2304,4.7,4.0,4.0
2305,4.0,4.0,3.7
2306,4.0,4.0,3.3
2307,4.0,4.7,4.3
2308,4.0,4.3,4.3
2309,4.0,4.3,4.0
2310,4.7,5.0,4.0
2311,3.0,3.7,3.3
2312,4.0,4.0,4.7
2313,4.7,2.7,3.0
2314,4.0,3.3,3.7
2315,3.7,4.3,3.7
2316,3.0,4.0,4.0
2317,4.0,2.0,2.0
2318,4.0,17.7,4.7
2319,4.7,5.0,4.3
2320,4.0,4.3,4.0
2321,3.0,4.0,4.7
2322,3.0,4.7,4.0
2323,3.7,4.0,4.0
2324,3.3,4.0,3.0
2325,2.0,3.0,3.0
2326,4.0,4.0,3.0
2327,3.0,3.3,2.7
2328,2.0,4.0,3.0
2329,3.7,4.0,3.3
2330,3.7,4.0,4.3
2331,3.0,3.0,4.0
2332,3.0,2.0,3.0
2333,4.0,4.0,4.0
2334,4.0,4.0,4.3
2335,3.7,3.7,3.3
2336,4.0,4.0,4.7
2337,3.3,4.0,3.0
2338,3.7,3.0,3.3
2339,4.0,4.3,4.0
2340,4.3,5.0,4.7
2341,3.0,3.0,2.7
2342,4.0,4.0,4.0
2343,3.7,4.7,4.3
2344,4.3,4.7,4.7
2345,3.7,5.0,4.0
2346,4.3,3.7,4.0
2347,3.7,5.0,4.3
2348,4.0,4.0,4.3
2349,5.0,4.0,3.3
2350,3.0,3.7,4.0
2351,3.7,4.3,5.0
2352,4.0,4.7,4.0
2353,4.7,5.0,5.0
2354,3.3,3.3,3.7
2355,4.0,3.0,3.3
2356,3.3,4.0,3.0
2357,3.0,3.0,3.7
2358,3.7,4.0,3.7
2359,3.3,4.0,4.3
2360,4.0,4.0,4.0
2361,3.7,3.0,3.3
2362,3.7,4.3,4.0
2363,4.7,4.3,4.0
2364,3.0,4.3,4.0
2365,4.0,5.0,4.7
2366,3.7,2.7,3.0
2367,4.0,3.7,4.0
2368,2.7,4.7,4.3
2369,3.0,4.0,4.3
2370,4.3,4.0,4.0
2371,3.0,5.0,4.3
2372,4.0,4.0,3.3
2373,3.3,3.3,3.3
2374,3.7,4.0,4.7
2375,3.3,4.3,3.7
2376,3.3,3.3,3.0
2377,2.0,4.0,3.0
2378,2.0,5.0,4.0
2379,3.0,4.0,3.3
2380,4.0,4.7,4.0
2381,4.0,5.0,4.7
2382,4.0,4.0,5.0
2383,4.7,4.7,4.3
2384,4.7,4.0,4.3
2385,3.0,4.0,4.0
2386,3.0,4.0,3.7
2387,3.7,4.0,3.7
2388,4.0,5.0,4.7
2389,3.0,4.7,4.3
2390,2.3,3.3,3.0
2391,3.7,3.0,3.3
2392,3.0,5.0,4.7
2393,4.0,3.0,3.3
2394,4.0,4.3,4.7
2395,4.0,4.0,4.0
2396,3.7,3.7,3.7
2397,3.0,4.0,4.0
2398,3.0,4.7,4.0
2399,3.7,4.0,4.0
2400,4.0,3.7,4.3
2401,3.7,4.3,3.0
2402,4.3,4.0,4.0
2403,3.7,4.7,4.3
2404,3.3,2.0,2.0
2405,4.0,4.0,4.0
2406,3.7,4.0,4.7
2407,4.0,4.3,4.0
2408,4.0,4.0,4.0
2409,3.0,4.0,3.7
2410,3.0,3.0,3.7
2411,4.7,5.0,4.7
2412,3.0,3.0,2.7
2413,4.0,4.0,5.0
2414,4.7,4.0,3.7
2415,4.0,4.0,4.0
2416,2.3,3.7,3.0
2417,3.7,3.7,3.3
2418,3.7,4.0,4.0
2419,3.7,3.3,4.0
2420,3.0,3.7,3.7
2421,4.0,3.3,3.7
2422,4.0,4.3,4.0
2423,4.0,4.3,4.3
2424,4.0,4.0,4.0
2425,3.7,4.3,4.0
2426,4.3,4.7,4.0
2427,3.7,4.0,4.0
2428,5.0,3.0,3.7
2429,4.0,4.0,5.0
2430,3.0,4.7,4.3
2431,4.0,4.7,4.0
2432,3.0,4.0,4.0
2433,3.3,4.0,4.0
2434,4.0,5.0,3.3
2435,3.0,3.0,4.0
2436,4.3,4.7,3.0
2437,3.3,4.7,3.7
2438,3.7,3.3,4.0
2439,3.3,4.0,4.0
2440,3.7,3.3,3.7
2441,3.0,3.0,3.3
2442,3.0,3.0,3.7
2443,3.7,4.0,3.7
2444,3.7,4.0,4.0
2445,3.3,3.0,3.0
2446,3.0,4.0,4.3
2447,3.0,3.7,3.3
2448,4.0,4.0,4.0
2449,3.3,3.3,3.0
2450,3.7,4.7,4.3
2451,3.0,3.0,4.0
2452,3.3,4.0,3.3
2453,3.0,3.3,4.0
2454,3.0,4.0,5.0
2455,2.0,4.0,5.0
2456,4.0,4.0,4.0
2457,3.3,4.0,3.0
2458,4.3,5.0,5.0
2459,3.7,3.7,5.0
2460,4.3,4.0,4.0
2461,3.0,3.3,3.3
2462,3.7,4.0,3.7
2463,4.0,3.7,4.0
2464,4.3,4.0,4.0
2465,3.0,4.0,4.0
2466,5.0,4.0,4.0
2467,4.0,4.0,5.0
2468,3.0,4.0,3.7
2469,2.0,4.7,4.3
2470,3.0,3.7,4.0
2471,4.0,4.3,4.0
2472,4.0,5.0,4.3
2473,4.3,3.7,4.0
2474,4.0,4.0,5.0
2475,3.0,4.0,5.0
2476,4.0,4.3,4.3
2477,4.0,3.0,2.7
2478,2.7,4.0,3.0
2479,3.0,5.0,5.0
2480,3.0,4.7,4.0
2481,3.0,4.7,4.0
2482,3.7,4.0,4.0
2483,3.0,3.0,2.3
2484,4.0,4.0,3.3
2485,2.0,3.7,3.3
2486,3.0,4.0,3.3
2487,2.0,3.3,3.7
2488,3.7,3.0,3.3
2489,3.0,4.7,3.7
2490,3.3,4.0,3.3
2491,4.0,4.0,5.0
2492,3.0,4.0,4.0
2493,4.0,5.0,4.7
2494,3.0,4.0,4.0
2495,4.0,4.0,4.0
2496,4.0,3.0,3.0
2497,3.7,4.0,4.3
2498,4.0,4.0,4.0
2499,3.0,4.0,3.3
2500,4.3,5.0,4.3
2501,4.7,4.3,3.3
2502,3.0,3.0,3.7
2503,3.7,5.0,4.0
2504,4.0,4.0,2.7
2505,3.0,4.3,3.0
2506,4.0,4.0,4.3
2507,4.0,4.3,4.7
2508,3.0,5.0,5.0
2509,4.0,3.7,3.0
2510,3.7,4.7,4.7
2511,4.7,3.0,3.3
2512,3.0,3.7,3.7
2513,3.7,5.0,5.0
2514,4.0,5.0,5.0
2515,3.0,3.0,3.0
2516,3.7,4.3,3.3
2517,3.3,3.3,3.7
2518,4.0,4.3,4.3
2519,4.0,3.7,4.0
2520,3.0,3.0,3.7
2521,4.3,4.7,4.7
2522,4.3,4.7,4.7
2523,3.7,4.3,4.0
2524,4.7,3.0,3.3
2525,3.0,3.3,2.7
2526,3.7,4.7,4.7
2527,3.7,4.7,4.3
2528,4.0,3.0,3.0
2529,2.7,3.3,4.0
2530,3.3,3.3,3.0
2531,5.0,4.7,5.0
2532,3.0,4.0,4.0
2533,4.0,3.0,3.0
2534,3.3,4.0,4.3
2535,3.7,4.0,3.3
2536,2.7,3.3,3.7
2537,2.0,2.0,3.0
2538,3.3,4.3,4.0
2539,3.0,4.0,4.3
2540,3.0,5.0,4.3
2541,3.0,4.3,4.0
2542,3.7,3.0,3.0
2543,4.0,4.0,4.0
2544,3.7,4.0,3.0
2545,3.3,3.0,4.0
2546,4.0,4.0,5.0
2547,3.0,3.3,3.0
2548,4.0,4.0,3.0
2549,3.0,4.0,5.0
2550,4.3,4.0,3.7
2551,3.3,3.7,4.0
2552,4.7,4.0,4.0
2553,3.3,3.0,3.0
2554,3.0,3.0,3.7
2555,4.0,3.3,4.3
2556,3.7,4.7,3.7
2557,3.0,4.0,3.7
2558,2.0,4.0,4.0
2559,3.3,3.3,3.3
2560,4.0,5.0,5.0
2561,3.0,4.0,3.7
2562,2.0,3.0,3.0
2563,4.0,5.0,4.0
2564,3.3,4.7,4.7
2565,3.3,5.0,4.7
2566,3.7,4.7,4.7
2567,4.0,5.0,4.0
2568,3.3,3.3,3.0
2569,3.0,4.3,3.7
2570,3.0,4.3,4.0
2571,3.0,2.7,2.3
2572,3.7,4.0,3.7
2573,3.3,3.0,3.7
2574,4.0,4.0,4.0
2575,4.0,4.3,3.3
2576,3.3,3.0,3.0
2577,4.0,3.7,3.7
2578,3.3,4.7,4.7
2579,4.0,5.0,5.0
2580,3.0,4.3,3.3
2581,4.0,3.0,4.0
2582,3.0,4.7,3.7
2583,4.0,5.0,4.7
2584,3.7,4.3,4.3
2585,3.7,3.0,3.0
2586,3.0,3.3,4.3
2587,3.0,5.0,5.0
2588,3.0,4.3,4.0
2589,4.0,3.3,4.3
2590,3.0,4.0,4.0
2591,3.7,4.0,4.0
2592,3.3,3.3,2.3
2593,4.0,4.7,4.7
2594,4.0,4.7,4.0
2595,3.7,3.3,3.7
2596,3.7,4.7,4.3
2597,3.0,3.3,3.0
2598,4.0,4.0,4.0
2599,4.7,4.0,4.3
2600,3.3,4.3,4.0
2601,4.7,4.0,4.3
2602,4.0,4.3,4.0
2603,4.0,3.3,3.3
2604,4.3,4.0,4.0
2605,4.0,5.0,4.0
2606,2.7,2.7,3.3
2607,3.3,4.0,3.7
2608,3.0,4.0,3.7
2609,2.0,2.0,2.3
2610,4.0,4.0,4.0
2611,3.0,4.0,4.3
2612,4.0,5.0,4.7
2613,3.3,4.0,4.7
2614,3.7,3.0,4.0
2615,3.0,3.7,5.0
2616,3.0,5.0,4.7
2617,4.0,5.0,4.7
2618,3.0,3.0,4.0
2619,2.7,3.0,3.0
2620,4.0,5.0,5.0
2621,4.3,4.0,3.7
2622,3.3,4.0,3.3
2623,4.0,4.3,3.0
2624,3.7,4.7,4.0
2625,3.3,3.3,4.0
2626,3.0,4.0,4.0
2627,3.3,3.0,3.0
2628,3.0,4.0,4.0
2629,3.7,4.0,3.0
2630,3.3,5.0,4.7
2631,3.3,5.0,5.0
2632,3.0,4.7,4.3
2633,4.0,4.7,4.0
2634,4.3,3.0,3.0
2635,4.0,4.7,4.3
2636,3.0,3.0,3.3
2637,3.0,4.7,3.0
2638,4.0,4.0,4.0
2639,3.0,3.0,3.3
2640,4.0,4.7,4.3
2641,4.0,4.7,5.0
2642,4.0,5.0,4.0
2643,3.0,4.0,3.7
2644,4.3,5.0,4.7
2645,4.7,3.3,4.3
2646,3.0,4.0,5.0
2647,2.7,4.0,3.3
2648,3.3,3.3,3.0
2649,3.3,3.0,4.0
2650,4.0,4.0,4.0
2651,2.0,3.0,3.3
2652,4.0,5.0,5.0
2653,4.0,5.0,3.0
2654,4.0,4.7,5.0
2655,2.0,3.0,3.3
2656,3.0,3.3,3.0
2657,4.0,3.7,3.3
2658,3.0,4.0,4.0
2659,2.0,3.0,3.0
2660,4.7,4.7,4.0
2661,3.3,4.0,3.7
2662,3.3,4.0,4.0
2663,3.3,4.0,3.0
2664,3.0,2.0,2.0
2665,4.0,5.0,5.0
2666,3.3,4.7,4.0
2667,4.0,4.0,3.3
2668,3.0,4.0,3.0
2669,4.7,4.0,3.0
2670,4.3,4.0,4.3
2671,2.7,3.0,3.3
2672,4.0,4.7,4.0
2673,3.0,3.0,3.0
2674,3.0,4.0,4.0
2675,3.3,4.0,4.0
2676,3.3,5.0,4.7
2677,4.0,5.0,5.0
2678,2.7,3.0,3.0
2679,4.0,5.0,4.3
2680,3.0,3.7,3.0
2681,4.0,4.7,4.0
2682,5.0,3.0,3.3
2683,4.0,4.0,4.0
2684,3.3,4.0,4.0
2685,4.0,4.7,5.0
2686,5.0,4.7,4.7
2687,3.3,5.0,4.0
2688,3.0,4.0,4.0
2689,4.0,4.0,4.3
2690,3.0,3.0,3.3
2691,4.0,4.7,4.3
2692,3.0,4.3,3.7
2693,3.0,2.0,2.0
2694,4.0,5.0,5.0
2695,3.0,4.0,4.0
2696,3.3,4.7,4.0
2697,5.0,5.0,4.3
2698,4.0,5.0,4.3
2699,3.0,4.0,3.0
2700,3.3,5.0,4.7
2701,3.0,4.0,5.0
2702,3.0,4.7,4.0
2703,4.7,5.0,5.0
2704,4.0,4.7,4.3
2705,3.3,4.0,3.3
2706,3.7,5.0,4.0
2707,4.0,4.7,5.0
2708,2.3,2.7,2.7
2709,4.0,4.3,4.3
2710,3.0,4.0,3.0
2711,3.0,4.0,4.7
2712,3.0,4.7,4.0
2713,4.3,5.0,4.7
2714,3.3,3.7,4.0
2715,4.0,2.7,3.0
2716,3.0,3.0,3.0
2717,2.0,5.0,4.0
2718,3.3,4.0,4.0
2719,4.0,4.7,4.0
2720,4.0,4.3,4.3
2721,3.0,3.0,3.3
2722,4.0,3.0,3.0
2723,2.0,4.0,3.0
2724,3.0,4.0,4.0
2725,4.3,4.7,4.0
2726,4.0,5.0,4.0
2727,3.0,4.0,4.0
2728,4.0,4.3,4.0
2729,5.0,3.0,3.0
2730,4.0,5.0,4.7
2731,4.0,5.0,4.7
2732,3.0,3.0,2.7
2733,4.7,2.7,3.0
2734,3.0,3.3,3.3
2735,3.0,3.3,3.0
2736,3.0,3.0,3.3
2737,2.7,4.0,3.7
2738,3.3,4.0,4.0
2739,2.0,3.0,4.0
2740,3.0,3.0,3.0
2741,3.3,4.0,4.0
2742,3.0,4.3,4.3
2743,2.3,4.0,4.0
2744,5.0,5.0,5.0
2745,3.7,3.3,4.0
2746,3.0,4.0,3.0
2747,3.0,4.0,4.0
2748,3.3,5.0,4.7
2749,3.0,3.0,3.3
2750,2.0,3.0,3.3
2751,3.3,3.0,4.0
2752,4.7,5.0,4.3
2753,5.0,4.0,5.0
2754,4.0,3.0,3.0
2755,3.0,3.0,3.0
2756,3.7,4.0,4.0
2757,4.0,4.3,4.3
2758,4.0,2.7,3.0
2759,4.0,4.0,4.0
2760,3.0,5.0,4.0
2761,3.3,4.0,4.0
2762,5.0,4.0,4.0
2763,4.0,4.0,4.3
2764,3.0,4.0,5.0
2765,4.0,4.0,4.0
2766,4.0,4.0,4.7
2767,3.3,4.3,4.3
2768,3.0,3.0,3.0
2769,3.3,4.0,3.3
2770,4.0,5.0,4.3
2771,3.7,5.0,5.0
2772,3.3,4.0,4.0
2773,4.0,5.0,5.0
2774,3.0,4.0,4.0
2775,3.7,4.0,4.0
2776,3.3,3.7,4.0
2777,3.3,4.7,4.0
2778,3.3,5.0,4.0
2779,3.0,3.0,3.7
2780,4.0,4.0,3.0
2781,3.3,4.0,4.0
2782,3.3,4.0,3.3
2783,4.0,4.7,4.0
2784,3.3,4.0,3.0
2785,4.0,4.3,4.3
2786,4.0,4.0,3.7
2787,4.3,4.0,4.0
2788,4.0,5.0,3.0
2789,3.0,4.0,5.0
2790,3.0,3.0,3.0
2791,3.7,3.7,3.0
2792,4.0,4.0,5.0
2793,3.3,4.0,4.0
2794,3.0,3.0,3.0
2795,4.0,4.7,4.0
2796,4.0,4.0,4.0
2797,3.3,4.0,4.0
2798,5.0,3.0,3.0
2799,5.0,4.0,3.0
2800,4.0,4.3,4.0
2801,3.7,4.7,4.0
2802,4.3,3.7,3.0
2803,3.0,3.7,3.0
2804,4.3,4.7,4.0
2805,4.0,4.7,4.7
2806,4.0,4.0,4.0
2807,3.0,4.7,4.7
2808,2.3,3.0,3.0
2809,4.0,3.0,3.0
2810,1.7,2.0,2.7
2811,3.0,4.0,5.0
2812,4.0,5.0,5.0
2813,3.7,3.0,3.0
2814,4.3,4.7,4.0
2815,4.7,4.3,5.0
2816,4.0,4.7,5.0
2817,4.0,4.3,4.3
2818,4.0,4.3,5.0
2819,3.7,3.0,4.0
2820,4.0,3.7,4.0
2821,4.3,4.7,3.3
2822,3.0,3.0,3.7
2823,5.0,5.0,5.0
2824,3.0,3.0,3.0
2825,4.0,4.3,5.0
2826,3.0,2.0,3.3
2827,4.3,4.0,4.0
2828,3.7,4.0,4.0
2829,4.0,4.0,5.0
2830,3.0,3.0,3.0
2831,3.0,3.0,3.0
2832,3.0,4.0,4.3
2833,4.0,4.3,4.3
2834,4.0,4.0,4.0
2835,3.7,3.3,3.3
2836,3.3,3.0,3.0
2837,4.0,4.3,4.3
2838,4.0,4.3,4.0
2839,3.3,4.0,4.0
2840,3.0,4.0,3.0
2841,3.0,3.0,2.3
2842,4.7,5.0,5.0
2843,3.0,3.0,3.7
2844,4.0,4.7,5.0
2845,5.0,4.7,4.3
2846,3.0,2.7,3.0
2847,4.0,4.0,5.0
2848,4.0,4.0,4.0
2849,4.0,4.0,4.0
2850,3.0,3.0,4.0
2851,4.3,4.0,4.0
2852,3.7,3.3,3.0
2853,3.7,4.3,4.0
2854,3.0,3.3,3.0
2855,4.0,5.0,4.7
2856,3.7,5.0,4.3
2857,4.0,4.0,4.0
2858,4.7,4.7,4.3
2859,3.0,3.0,4.0
2860,3.7,3.0,3.0
2861,4.0,4.0,4.3
